spike_timestamp,lse_ticker,yahoo_ticker,spike_multiple_21d,spike_multiple_63d,volume_on_spike_date,avg_volume_21d,avg_volume_63d,buys_12m_before,sells_12m_before,buy_sell_ratio,net_value_12m_before,created_at,setup_id
2024-11-22 00:00:00,BGO,BGO.L,57.06,30.71,4195108,73516,136606,6,0,1.0,0.0,,BGO_2024-11-22
2024-12-13 00:00:00,KZG,KZG.L,30.46,11.78,48494581,1591886,4118407,5,0,1.0,1115225.0,,KZG_2024-12-13
2024-10-16 00:00:00,KZG,KZG.L,29.58,6.36,53774130,1817909,8457640,5,0,1.0,1115225.0,,KZG_2024-10-16
2024-11-08 00:00:00,KZG,KZG.L,22.81,10.37,95040833,4166511,9165098,5,0,1.0,1115225.0,,KZG_2024-11-08
2024-10-08 00:00:00,BGO,BGO.L,19.78,12.55,2071106,104722,165022,5,0,1.0,0.0,,BGO_2024-10-08
2025-01-07 00:00:00,BGO,BGO.L,18.59,8.5,1621512,87233,190774,7,0,1.0,0.0,,BGO_2025-01-07
2024-09-03 00:00:00,BGO,BGO.L,16.86,7.96,1079028,64010,135495,5,0,1.0,0.0,,BGO_2024-09-03
2025-05-07 00:00:00,KZG,KZG.L,14.19,11.63,42686797,3007671,3670486,5,0,1.0,1115225.0,,KZG_2025-05-07
