setup_id,setup_date,stock_ticker,day_number,trading_date,stock_price,benchmark_price,stock_return_day,benchmark_return_day,outperformance_day,stock_return_cumulative,benchmark_return_cumulative,outperformance_cumulative,is_outperforming_day,benchmark_ticker,calculation_date
MSLH_2025-03-20,2025-03-20,MSLH.L,9,2025-04-02,249.45126,685.77,0.20079954,-0.37914893,0.5799484,1.8367321,-1.4471728,3.283905,true,^FTAI,2025-06-26 12:30:05.631
MSLH_2025-03-20,2025-03-20,MSLH.L,10,2025-04-03,245.45204,667.67,-1.6032077,-2.6393743,1.0361664,0.2040779,-4.048351,4.2524285,true,^FTAI,2025-06-26 12:30:05.632
MSLH_2025-03-17,2025-03-17,MSLH.L,1,2025-03-18,238.95332,694.28,0.8438857,0.77217937,0.07170635,0.8438857,0.77217937,0.07170635,true,^FTAI,2025-06-26 12:30:54.068
MSLH_2025-03-17,2025-03-17,MSLH.L,2,2025-03-19,246.95175,694.62,3.3472764,0.048966672,3.2983098,4.2194095,0.8215242,3.3978853,true,^FTAI,2025-06-26 12:30:54.071
MSLH_2025-03-17,2025-03-17,MSLH.L,3,2025-03-20,244.95215,695.84,-0.80971414,0.17564017,-0.9853543,3.37553,0.9986073,2.3769228,false,^FTAI,2025-06-26 12:30:54.073
MSLH_2025-03-17,2025-03-17,MSLH.L,4,2025-03-21,244.95215,689.12,0.0,-0.9657438,0.9657438,3.37553,0.02321951,3.3523107,true,^FTAI,2025-06-26 12:30:54.074
MSLH_2025-03-17,2025-03-17,MSLH.L,5,2025-03-24,246.95175,689.12,0.81632406,0.0,0.81632406,4.2194095,0.02321951,4.19619,true,^FTAI,2025-06-26 12:30:54.076
MSLH_2025-03-17,2025-03-17,MSLH.L,6,2025-03-25,245.95195,693.44,-0.40485707,0.62688756,-1.0317446,3.7974699,0.6502526,3.147217,false,^FTAI,2025-06-26 12:30:54.078
MSLH_2025-03-17,2025-03-17,MSLH.L,7,2025-03-26,246.45186,693.81,0.20325452,0.053356472,0.14989805,4.008443,0.703956,3.3044868,true,^FTAI,2025-06-26 12:30:54.08
MSLH_2025-03-17,2025-03-17,MSLH.L,8,2025-03-27,247.95155,696.76,0.6085143,0.4251902,0.1833241,4.641349,1.1321394,3.5092096,true,^FTAI,2025-06-26 12:30:54.081
MSLH_2025-03-17,2025-03-17,MSLH.L,9,2025-03-28,248.45146,696.62,0.20161538,-0.020095104,0.22171047,4.852322,1.1118168,3.7405052,true,^FTAI,2025-06-26 12:30:54.083
MSLH_2025-03-17,2025-03-17,MSLH.L,10,2025-03-31,244.95215,681.99,-1.4084495,-2.1001413,0.6916919,3.37553,-1.0116743,4.3872046,true,^FTAI,2025-06-26 12:30:54.084
KZG_2024-06-28,2024-06-28,KZG.L,1,2024-07-01,0.45,765.18,5.882347,0.10465839,5.777689,5.882347,0.10465839,5.777689,true,^FTAI,2025-06-26 12:49:47.672
KZG_2024-06-28,2024-06-28,KZG.L,2,2024-07-02,0.425,764.37,-5.5555506,-0.10585713,-5.449693,0.0,-0.0013095274,0.0013095274,false,^FTAI,2025-06-26 12:49:47.675
KZG_2024-06-28,2024-06-28,KZG.L,3,2024-07-03,0.425,770.12,0.0,0.7522535,-0.7522535,0.0,0.7509341,-0.7509341,false,^FTAI,2025-06-26 12:49:47.678
KZG_2024-06-28,2024-06-28,KZG.L,4,2024-07-04,0.425,769.42,0.0,-0.09089651,0.09089651,0.0,0.65935504,-0.65935504,true,^FTAI,2025-06-26 12:49:47.679
KZG_2024-06-28,2024-06-28,KZG.L,5,2024-07-05,0.425,774.39,0.0,0.64594525,-0.64594525,0.0,1.3095593,-1.3095593,false,^FTAI,2025-06-26 12:49:47.681
KZG_2024-06-28,2024-06-28,KZG.L,6,2024-07-08,0.425,775.16,0.0,0.09942774,-0.09942774,0.0,1.4102892,-1.4102892,false,^FTAI,2025-06-26 12:49:47.682
KZG_2024-06-28,2024-06-28,KZG.L,7,2024-07-09,0.425,771.94,0.0,-0.41539434,0.41539434,0.0,0.98903656,-0.98903656,true,^FTAI,2025-06-26 12:49:47.684
KZG_2024-06-28,2024-06-28,KZG.L,8,2024-07-10,0.425,772.85,0.0,0.11788133,-0.11788133,0.0,1.1080837,-1.1080837,false,^FTAI,2025-06-26 12:49:47.685
KZG_2024-06-28,2024-06-28,KZG.L,9,2024-07-11,0.425,781.53,0.0,1.1231227,-1.1231227,0.0,2.2436516,-2.2436516,false,^FTAI,2025-06-26 12:49:47.687
KZG_2024-06-28,2024-06-28,KZG.L,10,2024-07-12,0.425,786.17,0.0,0.59370124,-0.59370124,0.0,2.8506734,-2.8506734,false,^FTAI,2025-06-26 12:49:47.688
SSPG_2025-03-10,2025-03-10,SSPG.L,1,2025-03-11,162.08669,678.49,0.74580735,-0.60648,1.3522874,0.74580735,-0.60648,1.3522874,true,^FTAI,2025-06-26 13:00:50.77
SSPG_2025-03-10,2025-03-10,SSPG.L,2,2025-03-12,157.98703,680.92,-2.5292978,0.35814717,-2.887445,-1.8023543,-0.25050494,-1.5518494,false,^FTAI,2025-06-26 13:00:50.774
SSPG_2025-03-10,2025-03-10,SSPG.L,3,2025-03-13,154.98727,679.46,-1.8987355,-0.21441005,-1.6843255,-3.666868,-0.4643779,-3.2024899,false,^FTAI,2025-06-26 13:00:50.776
SSPG_2025-03-10,2025-03-10,SSPG.L,4,2025-03-14,157.88702,687.74,1.8709599,1.21861,0.6523498,-1.8645136,0.7485732,-2.6130867,true,^FTAI,2025-06-26 13:00:50.778
SSPG_2025-03-10,2025-03-10,SSPG.L,5,2025-03-17,158.98694,688.96,0.6966466,0.17739724,0.5192493,-1.1808561,0.92729837,-2.1081545,true,^FTAI,2025-06-26 13:00:50.78
SSPG_2025-03-10,2025-03-10,SSPG.L,6,2025-03-18,157.48706,694.28,-0.9433969,0.77217937,-1.7155763,-2.113113,1.7066382,-3.819751,false,^FTAI,2025-06-26 13:00:50.781
SSPG_2025-03-10,2025-03-10,SSPG.L,7,2025-03-19,159.68687,694.62,1.396822,0.048966672,1.3478553,-0.74580735,1.7564405,-2.5022478,true,^FTAI,2025-06-26 13:00:50.783
SSPG_2025-03-10,2025-03-10,SSPG.L,8,2025-03-20,154.7873,695.84,-3.0682433,0.17564017,-3.2438836,-3.7911675,1.9351658,-5.726333,false,^FTAI,2025-06-26 13:00:50.784
SSPG_2025-03-10,2025-03-10,SSPG.L,9,2025-03-21,150.38763,689.12,-2.8423898,-0.9657438,-1.876646,-6.5257974,0.95073324,-7.4765306,false,^FTAI,2025-06-26 13:00:50.786
SSPG_2025-03-10,2025-03-10,SSPG.L,10,2025-03-24,151.48756,689.12,0.73139644,0.0,0.73139644,-5.8421307,0.95073324,-6.792864,true,^FTAI,2025-06-26 13:00:50.787
HWDN_2024-08-12,2024-08-12,HWDN.L,1,2024-08-13,879.2421,767.98,0.0,0.12907472,-0.12907472,0.0,0.12907472,-0.12907472,false,^FTAI,2025-06-26 13:09:59.458
HWDN_2024-08-12,2024-08-12,HWDN.L,2,2024-08-14,894.23773,771.51,1.7055149,0.4596512,1.2458637,1.7055149,0.5893192,1.1161957,true,^FTAI,2025-06-26 13:09:59.463
HWDN_2024-08-12,2024-08-12,HWDN.L,3,2024-08-15,906.7341,774.79,1.3974291,0.42513618,0.97229284,3.1267774,1.0169609,2.1098166,true,^FTAI,2025-06-26 13:09:59.465
HWDN_2024-08-12,2024-08-12,HWDN.L,4,2024-08-16,907.23395,774.27,0.0551295,-0.06710961,0.122239105,3.1836307,0.94916874,2.2344618,true,^FTAI,2025-06-26 13:09:59.467
HWDN_2024-08-12,2024-08-12,HWDN.L,5,2024-08-19,906.23425,776.59,-0.11019152,0.299638,-0.40982953,3.069931,1.2516508,1.8182801,false,^FTAI,2025-06-26 13:09:59.469
HWDN_2024-08-12,2024-08-12,HWDN.L,6,2024-08-20,905.2345,774.04,-0.11031981,-0.32836488,0.21804507,2.9562244,0.919176,2.0370483,true,^FTAI,2025-06-26 13:09:59.47
HWDN_2024-08-12,2024-08-12,HWDN.L,7,2024-08-21,913.2322,776.81,0.8834927,0.35786518,0.5256275,3.8658352,1.2803305,2.5855045,true,^FTAI,2025-06-26 13:09:59.472
HWDN_2024-08-12,2024-08-12,HWDN.L,8,2024-08-22,918.2307,774.73,0.5473455,-0.26776394,0.81510943,4.43434,1.0091383,3.4252017,true,^FTAI,2025-06-26 13:09:59.474
HWDN_2024-08-12,2024-08-12,HWDN.L,9,2024-08-23,942.2237,777.69,2.6129577,0.38207144,2.2308865,7.1631656,1.3950654,5.7681,true,^FTAI,2025-06-26 13:09:59.475
HWDN_2024-08-12,2024-08-12,HWDN.L,10,2024-08-27,932.2266,779.18,-1.0610082,0.1915918,-1.2526,6.0261555,1.5893301,4.4368253,false,^FTAI,2025-06-26 13:09:59.477
BLND_2025-04-22,2025-04-22,BLND.L,1,2025-04-23,383.2971,676.48,-0.26014405,0.6981352,-0.9582793,-0.26014405,0.6981352,-0.9582793,false,^FTAI,2025-06-26 14:34:34.883
BLND_2025-04-22,2025-04-22,BLND.L,2,2025-04-24,383.89694,669.78,0.15649833,-0.9904138,1.1469121,-0.10405286,-0.29919302,0.19514017,true,^FTAI,2025-06-26 14:34:34.887
BLND_2025-04-22,2025-04-22,BLND.L,3,2025-04-25,384.2968,672.85,0.10416124,0.45835143,-0.35419017,0.0,0.15778704,-0.15778704,false,^FTAI,2025-06-26 14:34:34.889
BLND_2025-04-22,2025-04-22,BLND.L,4,2025-04-28,386.49625,675.75,0.5723265,0.4310061,0.14132036,0.5723265,0.5894732,-0.017146748,true,^FTAI,2025-06-26 14:34:34.891
BLND_2025-04-22,2025-04-22,BLND.L,5,2025-04-29,389.69537,681.31,0.8277253,0.82278913,0.004936164,1.4047891,1.4171125,-0.012323415,true,^FTAI,2025-06-26 14:34:34.892
BLND_2025-04-22,2025-04-22,BLND.L,6,2025-04-30,393.2944,690.72,0.9235495,1.3811588,-0.45760936,2.3413124,2.817844,-0.47653142,false,^FTAI,2025-06-26 14:34:34.894
BLND_2025-04-22,2025-04-22,BLND.L,7,2025-05-01,400.89236,699.98,1.9318763,1.3406315,0.59124476,4.31842,4.1962523,0.122167714,true,^FTAI,2025-06-26 14:34:34.896
BLND_2025-04-22,2025-04-22,BLND.L,8,2025-05-02,399.2928,707.75,-0.39900458,1.1100346,-1.5090392,3.9021847,5.3528666,-1.4506819,false,^FTAI,2025-06-26 14:34:34.897
BLND_2025-04-22,2025-04-22,BLND.L,9,2025-05-06,402.69186,710.34,0.85127467,0.36595222,0.48532245,4.786678,5.7384076,-0.95173013,true,^FTAI,2025-06-26 14:34:34.898
BLND_2025-04-22,2025-04-22,BLND.L,10,2025-05-07,400.29254,713.26,-0.59582096,0.41106832,-1.0068893,4.162337,6.173065,-2.0107281,false,^FTAI,2025-06-26 14:34:34.9
BLND_2025-03-21,2025-03-21,BLND.L,1,2025-03-24,359.90338,689.12,-2.5973997,0.0,-2.5973997,-2.5973997,0.0,-2.5973997,false,^FTAI,2025-06-26 14:34:56.115
BLND_2025-03-21,2025-03-21,BLND.L,2,2025-03-25,360.70316,693.44,0.22221914,0.62688756,-0.4046684,-2.3809524,0.62688756,-3.00784,false,^FTAI,2025-06-26 14:34:56.119
BLND_2025-03-21,2025-03-21,BLND.L,3,2025-03-26,365.3019,693.81,1.2749417,0.053356472,1.2215852,-1.1363665,0.6805785,-1.816945,true,^FTAI,2025-06-26 14:34:56.121
BLND_2025-03-21,2025-03-21,BLND.L,4,2025-03-27,361.90283,696.76,-0.9304847,0.4251902,-1.3556749,-2.0562775,1.1086625,-3.1649399,false,^FTAI,2025-06-26 14:34:56.123
BLND_2025-03-21,2025-03-21,BLND.L,5,2025-03-28,374.2995,696.62,3.4254131,-0.020095104,3.4455082,1.2986999,1.0883446,0.21035524,true,^FTAI,2025-06-26 14:34:56.125
BLND_2025-03-21,2025-03-21,BLND.L,6,2025-03-31,369.30084,681.99,-1.33547,-2.1001413,0.7646715,-0.05411387,-1.0346537,0.98053974,true,^FTAI,2025-06-26 14:34:56.126
BLND_2025-03-21,2025-03-21,BLND.L,7,2025-04-01,373.49973,688.38,1.1369817,0.93696606,0.20001566,1.0822526,-0.10738191,1.1896344,true,^FTAI,2025-06-26 14:34:56.128
BLND_2025-03-21,2025-03-21,BLND.L,8,2025-04-02,375.29922,685.77,0.48179406,-0.37914893,0.86094296,1.5692608,-0.48612368,2.0553846,true,^FTAI,2025-06-26 14:34:56.129
BLND_2025-03-21,2025-03-21,BLND.L,9,2025-04-03,380.29788,667.67,1.3319125,-2.6393743,3.9712865,2.9220746,-3.1126673,6.034742,true,^FTAI,2025-06-26 14:34:56.131
BLND_2025-03-21,2025-03-21,BLND.L,10,2025-04-04,359.50348,640.54,-5.467925,-4.0633855,-1.4045396,-2.7056274,-7.049573,4.3439455,false,^FTAI,2025-06-26 14:34:56.132
WTB_2025-01-06,2025-01-06,WTB.L,1,2025-01-07,2936.3796,725.28,-0.84402126,-0.50346154,-0.34055975,-0.84402126,-0.50346154,-0.34055975,false,^FTAI,2025-06-26 15:21:32.528
WTB_2025-01-06,2025-01-06,WTB.L,2,2025-01-08,2904.3862,720.11,-1.0895529,-0.7128342,-0.37671867,-1.924378,-1.2127069,-0.71167123,false,^FTAI,2025-06-26 15:21:32.533
WTB_2025-01-06,2025-01-06,WTB.L,3,2025-01-09,2899.3875,719.96,-0.17211138,-0.020825066,-0.15128632,-2.0931773,-1.2332793,-0.859898,false,^FTAI,2025-06-26 15:21:32.535
WTB_2025-01-06,2025-01-06,WTB.L,4,2025-01-10,2861.3955,713.38,-1.3103437,-0.913942,-0.3964018,-3.3760934,-2.1359499,-1.2401434,false,^FTAI,2025-06-26 15:21:32.536
WTB_2025-01-06,2025-01-06,WTB.L,5,2025-01-13,2864.3948,709.39,0.10481835,-0.5593078,0.66412616,-3.2748137,-2.6833112,-0.59150255,true,^FTAI,2025-06-26 15:21:32.538
WTB_2025-01-06,2025-01-06,WTB.L,6,2025-01-14,2843.3992,707.81,-0.73298573,-0.22272897,-0.51025677,-3.9837956,-2.9000638,-1.0837319,false,^FTAI,2025-06-26 15:21:32.539
WTB_2025-01-06,2025-01-06,WTB.L,7,2025-01-15,2971.3723,714.53,4.50071,0.9494118,3.551298,0.3376151,-1.9781854,2.3158004,true,^FTAI,2025-06-26 15:21:32.541
WTB_2025-01-06,2025-01-06,WTB.L,8,2025-01-16,2900.3872,717.31,-2.388967,0.3890625,-2.7780297,-2.0594175,-1.5968193,-0.4625982,false,^FTAI,2025-06-26 15:21:32.542
WTB_2025-01-06,2025-01-06,WTB.L,9,2025-01-17,2917.3835,719.07,0.58600235,0.2453625,0.34063986,-1.4854834,-1.3553748,-0.13010857,true,^FTAI,2025-06-26 15:21:32.544
WTB_2025-01-06,2025-01-06,WTB.L,10,2025-01-20,2903.3865,718.29,-0.47978163,-0.10847752,-0.37130412,-1.958138,-1.4623821,-0.49575588,false,^FTAI,2025-06-26 15:21:32.545
