setup_id,setup_date,stock_ticker,day_number,trading_date,stock_price,benchmark_price,stock_return_day,benchmark_return_day,outperformance_day,stock_return_cumulative,benchmark_return_cumulative,outperformance_cumulative,is_outperforming_day,benchmark_ticker,calculation_date
BLND_2024-10-28,2024-10-28,BLND.L,1,2024-10-29,415.35745,715.79,-0.478929,-0.7363747,0.25744566,-0.478929,-0.7363747,0.25744566,true,^FTAI,2025-06-25 20:46:41.378
BLND_2024-10-28,2024-10-28,BLND.L,2,2024-10-30,413.3586,744.52,-0.48123378,4.013753,-4.4949865,-0.957858,3.247822,-4.20568,false,^FTAI,2025-06-25 20:46:41.381
BLND_2024-10-28,2024-10-28,BLND.L,3,2024-10-31,398.36737,737.1,-3.6266913,-0.99662113,-2.6300702,-4.549811,2.2188325,-6.7686434,false,^FTAI,2025-06-25 20:46:41.383
BLND_2024-10-28,2024-10-28,BLND.L,4,2024-11-01,396.5684,739.0,-0.45158836,0.25777024,-0.70935863,-4.980853,2.4823222,-7.463175,false,^FTAI,2025-06-25 20:46:41.385
BLND_2024-10-28,2024-10-28,BLND.L,5,2024-11-04,396.76828,735.37,0.05040496,-0.49120498,0.54160994,-4.9329586,1.9789239,-6.9118824,true,^FTAI,2025-06-25 20:46:41.387
BLND_2024-10-28,2024-10-28,BLND.L,6,2024-11-05,396.36853,736.29,-0.10075144,0.12510477,-0.2258562,-5.02874,2.1065044,-7.1352444,false,^FTAI,2025-06-25 20:46:41.389
BLND_2024-10-28,2024-10-28,BLND.L,7,2024-11-06,382.97638,739.04,-3.378712,0.37349415,-3.752206,-8.237545,2.4878662,-10.725411,false,^FTAI,2025-06-25 20:46:41.391
BLND_2024-10-28,2024-10-28,BLND.L,8,2024-11-07,385.57483,738.23,0.67848825,-0.10960132,0.7880896,-7.614948,2.375538,-9.990486,true,^FTAI,2025-06-25 20:46:41.393
BLND_2024-10-28,2024-10-28,BLND.L,9,2024-11-08,386.3744,734.36,0.20736845,-0.52422625,0.7315947,-7.4233704,1.8388587,-9.262229,true,^FTAI,2025-06-25 20:46:41.395
BLND_2024-10-28,2024-10-28,BLND.L,10,2024-11-11,385.77472,737.93,-0.15520449,0.48613858,-0.6413431,-7.5670533,2.3339367,-9.9009905,false,^FTAI,2025-06-25 20:46:41.397
SSPG_2025-03-14,2025-03-14,SSPG.L,1,2025-03-17,158.98694,688.96,0.6966466,0.17739724,0.5192493,0.6966466,0.17739724,0.5192493,true,^FTAI,2025-06-25 20:49:41.324
SSPG_2025-03-14,2025-03-14,SSPG.L,2,2025-03-18,157.48706,694.28,-0.9433969,0.77217937,-1.7155763,-0.2533225,0.95094645,-1.2042689,false,^FTAI,2025-06-25 20:49:41.328
SSPG_2025-03-14,2025-03-14,SSPG.L,3,2025-03-19,159.68687,694.62,1.396822,0.048966672,1.3478553,1.139961,1.0003787,0.1395822,true,^FTAI,2025-06-25 20:49:41.329
SSPG_2025-03-14,2025-03-14,SSPG.L,4,2025-03-20,154.7873,695.84,-3.0682433,0.17564017,-3.2438836,-1.9632591,1.177776,-3.141035,false,^FTAI,2025-06-25 20:49:41.331
SSPG_2025-03-14,2025-03-14,SSPG.L,5,2025-03-21,150.38763,689.12,-2.8423898,-0.9657438,-1.876646,-4.7498455,0.20065793,-4.9505033,false,^FTAI,2025-06-25 20:49:41.333
